Region,Product_ID,Sales_Amount,Quantity_Sold,Unit_Price,Discount,Profit_Margin,Sales_Date,Sales_Channel,Customer_Segment
East,P6920,891.58,87,63.91,0.22,0.08,2029-05-19,Wholesale,Small Business
North,P3628,210.56,24,99.91,0.06,0.45,2029-05-20,Online,Retail
West,P1733,579.01,56,10.69,0.25,0.48,2029-05-21,Online,Small Business
Central,P2989,899.42,15,60.39,0.03,0.35,2029-05-22,Wholesale,Corporate
South,P5757,930.16,2,49.1,0.18,0.48,2029-05-23,Offline,Corporate
North,P9641,774.17,46,94.7,0.14,0.18,2029-05-24,Wholesale,Corporate
Central,P6020,197.96,42,86.88,0.17,0.25,2029-05-25,Online,Retail
East,P8798,694.26,34,50.52,0.21,0.3,2029-05-26,Offline,Corporate
North,P7100,194.2,21,37.61,0.23,0.4,2029-05-27,Wholesale,Corporate
North,P9544,863.78,17,53.68,0.23,0.18,2029-05-28,Offline,Corporate
North,P6140,128.46,42,44.46,0.25,0.25,2029-05-29,Wholesale,Retail
South,P8393,906.64,33,98.46,0.3,0.16,2029-05-30,Offline,Retail
Central,P3772,728.38,51,21.88,0.06,0.44,2029-05-31,Offline,Retail
Central,P1870,106.29,83,57.71,0.12,0.31,2029-06-01,Online,Small Business
East,P6576,106.8,95,97.77,0.24,0.47,2029-06-02,Offline,Retail
North,P3038,614.11,97,19.3,0.17,0.44,2029-06-03,Online,Retail
East,P8752,752.01,92,29.35,0.13,0.37,2029-06-04,Wholesale,Small Business
West,P7295,350.61,63,66.82,0.29,0.46,2029-06-05,Online,Small Business
North,P6444,257.22,94,68.06,0.01,0.12,2029-06-06,Wholesale,Small Business
East,P8074,86.21,12,76.89,0.18,0.37,2029-06-07,Wholesale,Corporate
Central,P6797,128.36,32,62.48,0.19,0.41,2029-06-08,Wholesale,Small Business
North,P3149,128.05,15,92.94,0.01,0.2,2029-06-09,Online,Retail
South,P9423,195.7,33,87.66,0.2,0.47,2029-06-10,Offline,Small Business
North,P2623,129.58,50,19.4,0.02,0.16,2029-06-11,Wholesale,Corporate
East,P4404,819.03,60,39.39,0.28,0.43,2029-06-12,Offline,Corporate
East,P9186,811.66,23,55.12,0.26,0.34,2029-06-13,Online,Corporate
West,P9684,891.44,18,45.63,0.15,0.28,2029-06-14,Offline,Small Business
East,P8894,923.83,10,11.85,0.04,0.16,2029-06-15,Online,Corporate
West,P5243,739.96,5,47.83,0.09,0.32,2029-06-16,Online,Retail
South,P5393,577.81,89,21.81,0.29,0.12,2029-06-17,Wholesale,Retail
West,P2206,188.63,5,97.24,0.08,0.26,2029-06-18,Offline,Small Business
Central,P6749,156.8,88,20.35,0.18,0.06,2029-06-19,Offline,Retail
South,P7124,487.84,76,20.12,0.14,0.39,2029-06-20,Online,Corporate
Central,P3014,365.69,68,35.89,0.27,0.37,2029-06-21,Wholesale,Small Business
West,P3978,901.9,14,16.28,0.3,0.3,2029-06-22,Online,Retail
South,P4396,98.37,82,75.67,0.08,0.22,2029-06-23,Wholesale,Small Business
Central,P3313,627.5,81,86.93,0.02,0.06,2029-06-24,Online,Retail
Central,P4303,873.66,99,88.78,0.13,0.43,2029-06-25,Online,Corporate
Central,P5333,376.13,77,87.53,0.29,0.16,2029-06-26,Online,Retail
East,P1470,352.78,5,69.22,0.07,0.13,2029-06-27,Online,Small Business
West,P1367,165.32,65,97.83,0.29,0.24,2029-06-28,Wholesale,Corporate
East,P3649,172.58,52,74.06,0.11,0.22,2029-06-29,Offline,Retail
Central,P6838,686.95,74,94.92,0.29,0.49,2029-06-30,Offline,Retail
East,P4234,131.77,56,67.98,0.27,0.5,2029-07-01,Online,Retail
East,P1897,465.94,61,90.97,0.24,0.31,2029-07-02,Wholesale,Corporate
Central,P3001,407.2,80,70.26,0.06,0.29,2029-07-03,Offline,Corporate
Central,P9712,772.99,62,85.92,0.19,0.17,2029-07-04,Offline,Small Business
South,P5265,712.94,65,48.22,0.18,0.27,2029-07-05,Wholesale,Corporate
East,P3723,296.12,87,65.97,0.06,0.48,2029-07-06,Offline,Corporate
North,P7981,130.59,32,85.4,0.17,0.12,2029-07-07,Wholesale,Retail
North,P7585,736.06,77,45.25,0.15,0.45,2029-07-08,Online,Small Business
East,P5008,840.5,3,78.85,0.23,0.48,2029-07-09,Offline,Retail
East,P6334,880.6,92,96.72,0.16,0.15,2029-07-10,Wholesale,Retail
West,P3422,124.63,55,9.17,0.23,0.21,2029-07-11,Wholesale,Retail
North,P2643,823.2,26,28.01,0.03,0.15,2029-07-12,Offline,Small Business
South,P6125,812.78,80,39.74,0.27,0.13,2029-07-13,Offline,Retail
Central,P2211,678.62,45,22.95,0.08,0.14,2029-07-14,Offline,Corporate
South,P8750,148.98,1,33.36,0.2,0.43,2029-07-15,Offline,Corporate
Central,P1971,848.03,98,55.1,0.05,0.06,2029-07-16,Online,Small Business
North,P5563,321.74,57,68.15,0.19,0.26,2029-07-17,Wholesale,Small Business
North,P4171,775.66,46,69.8,0.22,0.09,2029-07-18,Online,Retail
North,P2768,673.57,44,84.91,0.16,0.4,2029-07-19,Offline,Retail
Central,P2481,505.95,46,27.3,0.11,0.07,2029-07-20,Online,Corporate
North,P8949,844.99,20,49.09,0.24,0.39,2029-07-21,Wholesale,Retail
North,P5381,954.17,46,97.81,0.29,0.08,2029-07-22,Wholesale,Small Business
Central,P9292,476.57,22,42.07,0.14,0.39,2029-07-23,Wholesale,Retail
Central,P9500,806.42,41,53.83,0.15,0.32,2029-07-24,Wholesale,Corporate
Central,P2207,357.05,22,31.02,0.13,0.41,2029-07-25,Offline,Retail
East,P7441,328.28,52,54.95,0.23,0.22,2029-07-26,Online,Retail
South,P4646,91.61,26,40.92,0.24,0.35,2029-07-27,Online,Small Business
East,P2071,382.19,61,80.79,0.04,0.35,2029-07-28,Wholesale,Corporate
West,P9416,453.81,65,77.21,0.22,0.47,2029-07-29,Wholesale,Retail
West,P1821,544.61,37,81.31,0.25,0.05,2029-07-30,Offline,Small Business
South,P8628,204.29,58,86.45,0.19,0.41,2029-07-31,Online,Corporate
East,P3524,872.93,3,96.17,0.25,0.06,2029-08-01,Wholesale,Small Business
South,P3134,270.01,6,97.2,0.15,0.28,2029-08-02,Wholesale,Retail
South,P8312,297.92,3,99.14,0.28,0.41,2029-08-03,Offline,Retail
West,P6623,848.14,88,24.02,0.06,0.22,2029-08-04,Wholesale,Corporate
North,P4966,153.21,90,54.34,0.18,0.25,2029-08-05,Offline,Corporate
East,P9237,707.03,38,64.96,0.24,0.08,2029-08-06,Wholesale,Small Business
West,P8529,843.68,98,92.07,0.09,0.2,2029-08-07,Online,Corporate
Central,P3066,62.75,33,46.7,0.02,0.5,2029-08-08,Online,Corporate
North,P7745,211.5,16,7.72,0.17,0.32,2029-08-09,Offline,Small Business
Central,P2378,616.42,3,91.76,0.16,0.13,2029-08-10,Offline,Small Business
West,P5781,551.87,89,6.41,0.27,0.17,2029-08-11,Offline,Retail
East,P5379,187.21,76,51.69,0.11,0.31,2029-08-12,Online,Corporate
North,P6812,532.99,34,78.25,0.07,0.43,2029-08-13,Wholesale,Corporate
West,P1662,870.93,4,8.76,0.22,0.43,2029-08-14,Online,Small Business
South,P4554,496.64,86,71.75,0.27,0.22,2029-08-15,Wholesale,Small Business
East,P6802,798.08,14,52.89,0.15,0.26,2029-08-16,Online,Corporate
North,P8197,456.91,64,68.8,0.26,0.28,2029-08-17,Offline,Small Business
West,P4594,434.26,8,36.02,0.25,0.06,2029-08-18,Wholesale,Corporate
North,P1150,91.22,79,44.49,0.2,0.4,2029-08-19,Online,Small Business
South,P6904,145.79,90,68.67,0.07,0.32,2029-08-20,Wholesale,Retail
South,P3010,218.67,50,35.67,0.25,0.3,2029-08-21,Online,Small Business
East,P8977,803.46,71,17.66,0.12,0.29,2029-08-22,Offline,Retail
South,P6086,597.75,85,15.86,0.12,0.3,2029-08-23,Online,Small Business
North,P7606,640.59,17,9.48,0.03,0.4,2029-08-24,Offline,Retail
East,P6026,908.38,81,80.45,0.03,0.49,2029-08-25,Offline,Small Business
South,P3095,202.48,29,15.13,0.1,0.17,2029-08-26,Offline,Small Business
North,P4560,951.95,45,34.3,0.22,0.05,2029-08-27,Online,Retail
South,P1625,329.87,61,73.39,0.17,0.3,2029-08-28,Online,Retail
South,P1412,993.28,31,16.0,0.09,0.1,2029-08-29,Offline,Corporate
North,P9883,213.07,6,49.98,0.07,0.3,2029-08-30,Wholesale,Small Business
East,P1389,968.44,27,39.86,0.15,0.21,2029-08-31,Wholesale,Corporate
West,P6613,97.55,10,32.05,0.29,0.24,2029-09-01,Online,Retail
West,P6648,764.91,83,78.46,0.0,0.09,2029-09-02,Online,Small Business
Central,P8789,668.8,98,94.62,0.13,0.45,2029-09-03,Online,Small Business
Central,P7120,808.69,48,21.15,0.24,0.3,2029-09-04,Online,Retail
South,P8118,579.98,6,43.37,0.16,0.33,2029-09-05,Wholesale,Retail
West,P9614,301.27,92,21.39,0.0,0.25,2029-09-06,Wholesale,Small Business
West,P5212,738.02,22,9.87,0.04,0.11,2029-09-07,Online,Retail
East,P7799,261.12,7,26.71,0.1,0.35,2029-09-08,Online,Retail
North,P6718,334.8,14,82.63,0.01,0.2,2029-09-09,Offline,Corporate
East,P1595,250.73,8,75.72,0.23,0.26,2029-09-10,Offline,Small Business
North,P2118,675.74,15,67.13,0.2,0.34,2029-09-11,Online,Small Business
Central,P7599,753.26,18,73.35,0.23,0.08,2029-09-12,Online,Corporate
North,P5936,337.24,45,51.6,0.21,0.15,2029-09-13,Online,Small Business
Central,P8161,522.36,35,84.13,0.1,0.24,2029-09-14,Online,Small Business
Central,P8441,487.41,70,94.71,0.16,0.2,2029-09-15,Offline,Retail
North,P5056,939.58,9,85.3,0.03,0.24,2029-09-16,Offline,Corporate
North,P4938,142.72,34,24.26,0.2,0.05,2029-09-17,Wholesale,Retail
West,P2694,151.87,39,45.27,0.26,0.45,2029-09-18,Online,Retail
Central,P9637,799.72,34,23.22,0.3,0.42,2029-09-19,Wholesale,Corporate
West,P9440,314.7,88,53.18,0.22,0.13,2029-09-20,Offline,Small Business
North,P8340,591.14,9,99.18,0.04,0.36,2029-09-21,Offline,Corporate
West,P5392,374.38,70,86.66,0.13,0.07,2029-09-22,Offline,Small Business
West,P1741,962.18,31,77.29,0.02,0.34,2029-09-23,Wholesale,Retail
East,P2222,299.51,37,55.07,0.27,0.44,2029-09-24,Wholesale,Corporate
Central,P9140,795.16,2,44.6,0.08,0.31,2029-09-25,Online,Small Business
South,P4112,112.7,43,12.43,0.18,0.26,2029-09-26,Offline,Small Business
East,P8869,241.5,87,45.84,0.13,0.34,2029-09-27,Online,Retail
North,P3043,470.22,19,97.47,0.14,0.07,2029-09-28,Online,Small Business
East,P1115,232.73,36,93.51,0.17,0.34,2029-09-29,Offline,Small Business
South,P4467,712.1,84,62.49,0.13,0.28,2029-09-30,Offline,Retail
South,P3264,491.66,83,26.35,0.19,0.37,2029-10-01,Wholesale,Retail
South,P9870,424.62,41,68.16,0.17,0.06,2029-10-02,Online,Small Business
Central,P4968,648.88,52,15.59,0.13,0.22,2029-10-03,Online,Corporate
South,P7690,212.58,25,11.55,0.26,0.2,2029-10-04,Offline,Small Business
West,P8296,693.23,23,77.82,0.3,0.19,2029-10-05,Offline,Corporate
West,P6112,166.98,48,93.81,0.3,0.49,2029-10-06,Online,Corporate
South,P5785,221.57,41,69.52,0.19,0.49,2029-10-07,Online,Corporate
South,P3179,360.41,8,44.83,0.11,0.3,2029-10-08,Wholesale,Retail
West,P7683,156.05,18,33.03,0.24,0.1,2029-10-09,Offline,Corporate
West,P5123,189.32,60,95.01,0.2,0.41,2029-10-10,Wholesale,Corporate
Central,P6710,584.89,2,64.23,0.03,0.05,2029-10-11,Offline,Small Business
Central,P1836,950.96,42,51.01,0.03,0.23,2029-10-12,Wholesale,Small Business
West,P3848,764.57,66,66.33,0.09,0.22,2029-10-13,Wholesale,Retail
North,P3809,675.52,16,28.9,0.17,0.24,2029-10-14,Online,Corporate
East,P3885,190.0,20,95.76,0.23,0.23,2029-10-15,Offline,Retail
East,P2762,840.53,27,68.19,0.09,0.33,2029-10-16,Online,Corporate
East,P3896,781.81,2,18.55,0.13,0.19,2029-10-17,Online,Corporate
West,P7399,776.02,73,8.24,0.14,0.17,2029-10-18,Wholesale,Retail
Central,P5549,568.67,51,48.29,0.15,0.47,2029-10-19,Wholesale,Corporate
West,P3251,129.49,64,72.39,0.08,0.45,2029-10-20,Wholesale,Corporate
North,P4620,256.86,27,7.33,0.29,0.45,2029-10-21,Online,Retail
East,P1135,864.27,40,55.85,0.14,0.18,2029-10-22,Online,Corporate
North,P9839,594.66,94,40.18,0.11,0.22,2029-10-23,Offline,Corporate
North,P2437,607.58,49,83.26,0.24,0.43,2029-10-24,Offline,Small Business
Central,P5261,228.18,50,52.72,0.14,0.09,2029-10-25,Wholesale,Small Business
South,P2053,316.01,49,97.18,0.21,0.47,2029-10-26,Wholesale,Retail
North,P5593,276.34,23,76.34,0.02,0.08,2029-10-27,Offline,Small Business
North,P5463,420.78,6,45.23,0.07,0.39,2029-10-28,Wholesale,Small Business
East,P8881,716.21,15,70.27,0.22,0.35,2029-10-29,Offline,Retail
Central,P7268,641.84,44,26.64,0.06,0.42,2029-10-30,Wholesale,Corporate
East,P1104,968.53,9,64.68,0.13,0.22,2029-10-31,Offline,Small Business
West,P7708,326.78,37,76.98,0.04,0.13,2029-11-01,Online,Corporate
East,P5641,350.49,67,14.39,0.05,0.25,2029-11-02,Online,Small Business
East,P2098,569.74,76,7.15,0.18,0.37,2029-11-03,Wholesale,Retail
Central,P6822,824.55,61,45.39,0.21,0.44,2029-11-04,Wholesale,Small Business
South,P6975,104.8,54,75.15,0.13,0.05,2029-11-05,Wholesale,Retail
South,P5666,134.91,29,85.8,0.15,0.11,2029-11-06,Offline,Corporate
East,P6194,58.5,74,84.23,0.04,0.29,2029-11-07,Offline,Corporate
East,P2434,608.7,23,36.36,0.21,0.14,2029-11-08,Offline,Retail
South,P5151,458.97,2,92.23,0.01,0.5,2029-11-09,Wholesale,Small Business
West,P4041,70.27,17,16.97,0.26,0.33,2029-11-10,Offline,Retail
Central,P2637,110.5,66,14.09,0.07,0.06,2029-11-11,Wholesale,Small Business
West,P3428,802.08,2,70.79,0.24,0.15,2029-11-12,Online,Corporate
South,P2031,237.62,87,9.52,0.1,0.3,2029-11-13,Online,Retail
South,P9472,649.99,33,22.17,0.08,0.15,2029-11-14,Offline,Retail
West,P2789,364.49,5,45.53,0.22,0.2,2029-11-15,Offline,Corporate
East,P6002,798.35,42,15.31,0.0,0.08,2029-11-16,Online,Small Business
Central,P2922,543.49,41,71.45,0.0,0.3,2029-11-17,Wholesale,Small Business
East,P2468,525.79,76,5.44,0.14,0.2,2029-11-18,Offline,Retail
West,P8001,939.47,7,71.68,0.13,0.35,2029-11-19,Offline,Corporate
Central,P8116,828.04,25,54.44,0.1,0.46,2029-11-20,Wholesale,Corporate
West,P5052,758.53,24,29.77,0.0,0.49,2029-11-21,Online,Small Business
Central,P6012,353.66,78,25.08,0.2,0.43,2029-11-22,Wholesale,Small Business
Central,P9174,316.27,15,65.9,0.13,0.48,2029-11-23,Wholesale,Small Business
North,P1666,120.77,22,41.01,0.01,0.49,2029-11-24,Offline,Corporate
North,P6804,569.04,37,84.17,0.17,0.48,2029-11-25,Wholesale,Retail
South,P6160,95.89,24,81.47,0.08,0.33,2029-11-26,Online,Retail
West,P3379,855.26,91,63.08,0.11,0.24,2029-11-27,Wholesale,Small Business
West,P3249,809.62,76,14.39,0.21,0.18,2029-11-28,Wholesale,Small Business
North,P6916,656.53,34,44.0,0.22,0.08,2029-11-29,Online,Retail
North,P1765,825.76,46,75.3,0.05,0.48,2029-11-30,Online,Retail
West,P5474,423.67,99,99.55,0.12,0.49,2029-12-01,Online,Small Business
North,P9746,850.64,62,10.84,0.18,0.22,2029-12-02,Online,Small Business
Central,P3236,93.96,94,20.05,0.13,0.27,2029-12-03,Offline,Retail
Central,P1731,119.3,86,16.48,0.24,0.5,2029-12-04,Wholesale,Small Business
North,P8793,132.37,15,28.68,0.22,0.39,2029-12-05,Online,Retail
West,P3757,424.46,21,85.65,0.28,0.16,2029-12-06,Offline,Small Business
Central,P7730,797.86,40,13.61,0.07,0.25,2029-12-07,Wholesale,Small Business
South,P1890,430.91,24,12.0,0.06,0.3,2029-12-08,Online,Small Business
Central,P3217,279.21,51,94.82,0.09,0.39,2029-12-09,Online,Retail
East,P2065,328.14,77,25.64,0.26,0.19,2029-12-10,Wholesale,Small Business
East,P6284,811.05,33,52.6,0.2,0.33,2029-12-11,Online,Retail
West,P8193,297.31,1,64.19,0.02,0.34,2029-12-12,Offline,Corporate
East,P6378,816.6,65,95.92,0.24,0.28,2029-12-13,Wholesale,Small Business
Central,P8863,92.79,31,25.96,0.03,0.06,2029-12-14,Wholesale,Retail
West,P2363,263.92,39,24.4,0.22,0.17,2029-12-15,Offline,Corporate
East,P2738,442.02,9,55.45,0.15,0.08,2029-12-16,Offline,Retail
Central,P7344,88.09,32,56.81,0.07,0.44,2029-12-17,Wholesale,Corporate
East,P8414,831.49,16,64.92,0.17,0.42,2029-12-18,Wholesale,Retail
East,P9337,308.31,65,25.05,0.06,0.21,2029-12-19,Wholesale,Retail
East,P5374,751.52,11,33.58,0.07,0.1,2029-12-20,Wholesale,Corporate
East,P1873,493.58,23,60.85,0.19,0.4,2029-12-21,Online,Corporate
North,P4645,933.95,4,23.82,0.09,0.12,2029-12-22,Online,Corporate
West,P1896,110.13,41,92.62,0.03,0.12,2029-12-23,Online,Retail
South,P8077,962.43,21,65.76,0.07,0.3,2029-12-24,Wholesale,Corporate
Central,P1243,415.98,44,97.96,0.05,0.32,2029-12-25,Online,Corporate
West,P5668,182.1,48,57.59,0.09,0.1,2029-12-26,Online,Small Business
South,P3580,690.26,94,51.29,0.02,0.12,2029-12-27,Online,Retail
Central,P7220,207.22,38,51.75,0.17,0.46,2029-12-28,Online,Small Business
East,P8182,50.04,1,52.9,0.07,0.14,2029-12-29,Online,Small Business
West,P7926,828.37,48,55.27,0.03,0.33,2029-12-30,Online,Corporate
South,P1886,328.35,4,95.03,0.19,0.4,2029-12-31,Offline,Retail
Central,P5907,100.54,44,68.99,0.09,0.4,2030-01-01,Online,Small Business
North,P6958,64.54,53,27.89,0.13,0.26,2030-01-02,Wholesale,Corporate
Central,P2111,400.39,40,55.5,0.09,0.29,2030-01-03,Offline,Corporate
North,P9691,697.79,63,79.89,0.3,0.37,2030-01-04,Online,Retail
South,P3277,783.71,84,27.56,0.28,0.35,2030-01-05,Online,Retail
Central,P8829,324.05,62,87.34,0.15,0.24,2030-01-06,Wholesale,Corporate
Central,P3367,899.91,54,88.38,0.24,0.39,2030-01-07,Online,Small Business
West,P8547,890.79,54,9.32,0.28,0.29,2030-01-08,Online,Retail
South,P9197,551.99,19,47.54,0.1,0.13,2030-01-09,Wholesale,Corporate
West,P4183,744.78,31,5.35,0.05,0.31,2030-01-10,Wholesale,Retail
Central,P7564,205.63,82,39.02,0.15,0.16,2030-01-11,Wholesale,Corporate
North,P5494,825.93,44,8.88,0.14,0.15,2030-01-12,Wholesale,Small Business
South,P6192,613.29,25,89.3,0.18,0.34,2030-01-13,Wholesale,Small Business
Central,P7683,221.92,11,48.32,0.13,0.25,2030-01-14,Offline,Corporate
South,P6725,712.71,78,70.86,0.14,0.2,2030-01-15,Wholesale,Small Business
West,P5204,279.8,40,56.71,0.12,0.07,2030-01-16,Offline,Corporate
East,P4480,336.4,90,29.19,0.11,0.28,2030-01-17,Online,Corporate
South,P7319,230.3,85,30.9,0.13,0.43,2030-01-18,Online,Corporate
South,P2944,253.23,65,39.57,0.24,0.16,2030-01-19,Wholesale,Retail
South,P5874,413.25,94,28.39,0.23,0.22,2030-01-20,Online,Corporate
Central,P3882,174.34,84,29.06,0.08,0.38,2030-01-21,Online,Small Business
South,P8066,261.49,32,30.66,0.05,0.49,2030-01-22,Online,Corporate
Central,P6021,372.44,77,50.07,0.04,0.35,2030-01-23,Online,Retail
North,P3490,455.0,18,5.82,0.13,0.16,2030-01-24,Wholesale,Retail
West,P1215,692.21,77,41.3,0.06,0.15,2030-01-25,Wholesale,Retail
Central,P1666,99.19,39,72.69,0.16,0.13,2030-01-26,Online,Corporate
West,P2468,75.03,44,33.89,0.14,0.12,2030-01-27,Online,Retail
South,P9685,88.72,65,58.71,0.14,0.25,2030-01-28,Offline,Small Business
East,P3632,287.37,58,29.59,0.1,0.33,2030-01-29,Offline,Small Business
West,P6532,317.02,73,8.87,0.17,0.23,2030-01-30,Online,Retail
South,P5076,760.82,52,29.58,0.01,0.08,2030-01-31,Wholesale,Corporate
East,P6238,131.02,68,7.43,0.27,0.47,2030-02-01,Wholesale,Small Business
North,P5251,616.98,69,9.38,0.19,0.25,2030-02-02,Offline,Small Business
East,P3466,75.27,68,91.25,0.22,0.15,2030-02-03,Online,Retail
East,P3846,793.14,62,26.94,0.13,0.3,2030-02-04,Wholesale,Small Business
East,P6170,719.09,79,65.39,0.12,0.28,2030-02-05,Online,Retail
West,P5297,467.12,66,80.1,0.29,0.1,2030-02-06,Online,Small Business
South,P4861,670.02,61,65.3,0.27,0.18,2030-02-07,Online,Corporate
South,P1093,853.83,52,56.6,0.1,0.29,2030-02-08,Wholesale,Retail
West,P6436,448.47,53,73.54,0.04,0.49,2030-02-09,Offline,Corporate
South,P7027,680.99,4,34.55,0.12,0.49,2030-02-10,Wholesale,Corporate
East,P4698,256.71,97,86.56,0.25,0.32,2030-02-11,Wholesale,Small Business
South,P2808,614.7,32,31.8,0.02,0.29,2030-02-12,Online,Retail
South,P9737,885.48,92,29.84,0.17,0.39,2030-02-13,Offline,Corporate
North,P4381,103.72,86,11.0,0.07,0.39,2030-02-14,Online,Small Business
East,P6475,520.24,68,64.85,0.07,0.37,2030-02-15,Wholesale,Small Business
West,P6360,185.2,53,67.43,0.22,0.11,2030-02-16,Wholesale,Corporate
Central,P1994,666.65,58,58.59,0.2,0.08,2030-02-17,Online,Small Business
South,P2047,227.14,13,41.16,0.27,0.39,2030-02-18,Online,Corporate
South,P8845,294.67,92,88.44,0.26,0.28,2030-02-19,Online,Small Business
West,P8372,877.05,65,29.56,0.0,0.27,2030-02-20,Wholesale,Small Business
South,P7450,808.94,15,38.76,0.12,0.33,2030-02-21,Online,Corporate
Central,P1404,635.2,41,81.98,0.16,0.39,2030-02-22,Offline,Small Business
North,P8830,854.23,94,87.39,0.16,0.18,2030-02-23,Wholesale,Retail
East,P3823,149.88,80,30.88,0.19,0.46,2030-02-24,Offline,Small Business
East,P5470,235.12,97,37.45,0.28,0.36,2030-02-25,Offline,Corporate
East,P2581,847.18,30,94.37,0.24,0.44,2030-02-26,Offline,Corporate
East,P3762,110.42,5,33.35,0.16,0.05,2030-02-27,Wholesale,Retail
West,P4668,72.14,55,59.47,0.05,0.27,2030-02-28,Offline,Retail
East,P1660,212.56,99,41.85,0.29,0.48,2030-03-01,Offline,Corporate
East,P9656,460.75,85,61.67,0.11,0.43,2030-03-02,Online,Corporate
Central,P7942,519.49,52,17.86,0.08,0.38,2030-03-03,Online,Small Business
South,P4930,104.32,71,47.83,0.18,0.15,2030-03-04,Online,Corporate
West,P6928,732.22,55,32.48,0.18,0.34,2030-03-05,Offline,Retail
West,P4752,941.57,22,66.48,0.06,0.32,2030-03-06,Wholesale,Retail
North,P1608,373.73,52,29.23,0.26,0.47,2030-03-07,Offline,Small Business
South,P7960,987.65,92,69.9,0.27,0.17,2030-03-08,Offline,Retail
East,P2371,555.87,38,55.4,0.21,0.17,2030-03-09,Wholesale,Small Business
South,P8476,878.97,76,20.75,0.26,0.45,2030-03-10,Offline,Retail
South,P1760,670.9,65,11.87,0.25,0.45,2030-03-11,Offline,Retail
North,P5402,284.89,57,78.29,0.16,0.07,2030-03-12,Wholesale,Small Business
Central,P2895,582.85,62,38.95,0.2,0.13,2030-03-13,Online,Small Business
North,P2187,916.34,60,92.74,0.1,0.08,2030-03-14,Offline,Retail
North,P9593,998.0,18,7.84,0.09,0.43,2030-03-15,Offline,Corporate
North,P2763,727.64,71,83.76,0.1,0.33,2030-03-16,Online,Small Business
West,P1937,328.51,83,33.79,0.05,0.21,2030-03-17,Wholesale,Retail
South,P4775,613.6,76,29.87,0.15,0.5,2030-03-18,Online,Retail
North,P7752,438.97,49,72.81,0.28,0.17,2030-03-19,Online,Small Business
West,P6540,867.01,39,97.02,0.19,0.32,2030-03-20,Wholesale,Corporate
Central,P9017,625.07,13,18.28,0.11,0.34,2030-03-21,Offline,Small Business
Central,P3209,192.77,3,43.32,0.25,0.07,2030-03-22,Offline,Small Business
North,P3479,499.82,8,57.76,0.03,0.09,2030-03-23,Offline,Retail
Central,P5099,934.11,52,96.19,0.25,0.11,2030-03-24,Offline,Retail
South,P9627,269.75,42,99.53,0.09,0.25,2030-03-25,Offline,Retail
East,P9088,63.84,58,66.58,0.25,0.43,2030-03-26,Offline,Corporate
North,P5344,588.86,52,69.52,0.0,0.47,2030-03-27,Online,Corporate
South,P3204,423.41,90,84.9,0.04,0.33,2030-03-28,Online,Small Business
East,P4403,578.61,57,12.53,0.1,0.13,2030-03-29,Online,Retail
East,P7305,181.88,88,65.87,0.24,0.35,2030-03-30,Offline,Corporate
Central,P1761,248.15,59,5.53,0.12,0.39,2030-03-31,Online,Corporate
West,P9298,505.86,73,91.52,0.2,0.39,2030-04-01,Online,Corporate
Central,P6980,630.51,65,40.01,0.19,0.27,2030-04-02,Wholesale,Small Business
North,P9829,341.82,65,23.97,0.27,0.13,2030-04-03,Online,Retail
Central,P5674,226.26,65,80.98,0.13,0.49,2030-04-04,Offline,Corporate
